769,2000-08-09 00:00:00 PDT,10.2899,0
770,2000-08-09 00:15:00 PDT,10.982,0
771,2000-08-09 00:30:00 PDT,11.4363,0
772,2000-08-09 00:45:00 PDT,11.653,0
773,2000-08-09 01:00:00 PDT,11.6321,0
774,2000-08-09 01:15:00 PDT,10.9959,0
775,2000-08-09 01:30:00 PDT,10.3738,0
776,2000-08-09 01:45:00 PDT,9.76563,0
777,2000-08-09 02:00:00 PDT,9.17144,0
778,2000-08-09 02:15:00 PDT,8.19278,0
779,2000-08-09 02:30:00 PDT,7.49374,0
780,2000-08-09 02:45:00 PDT,7.07431,0
781,2000-08-09 03:00:00 PDT,6.9345,0
782,2000-08-09 03:15:00 PDT,7.59859,0
783,2000-08-09 03:30:00 PDT,8.19278,0
784,2000-08-09 03:45:00 PDT,8.71706,0
785,2000-08-09 04:00:00 PDT,9.17144,0
786,2000-08-09 04:15:00 PDT,9.43008,0
787,2000-08-09 04:30:00 PDT,9.70271,0.18849
788,2000-08-09 04:45:00 PDT,9.98932,0.70973
789,2000-08-09 05:00:00 PDT,10.2899,1.51563
790,2000-08-09 05:15:00 PDT,10.7513,3.23812
791,2000-08-09 05:30:00 PDT,11.1288,4.82398
792,2000-08-09 05:45:00 PDT,11.4224,6.27322
793,2000-08-09 06:00:00 PDT,11.6321,7.58584
794,2000-08-09 06:15:00 PDT,11.4224,8.58638
795,2000-08-09 06:30:00 PDT,11.3525,9.56726
796,2000-08-09 06:45:00 PDT,11.4224,10.5285
797,2000-08-09 07:00:00 PDT,11.6321,11.47
798,2000-08-09 07:15:00 PDT,12.7366,11.5494
799,2000-08-09 07:30:00 PDT,13.4775,12.1708
800,2000-08-09 07:45:00 PDT,13.855,13.3342
801,2000-08-09 08:00:00 PDT,13.869,15.0397
802,2000-08-09 08:15:00 PDT,12.3031,18.7332
803,2000-08-09 08:30:00 PDT,11.1847,22.0049
804,2000-08-09 08:45:00 PDT,10.5136,24.8546
805,2000-08-09 09:00:00 PDT,10.2899,27.2825
806,2000-08-09 09:15:00 PDT,11.5202,26.8632
807,2000-08-09 09:30:00 PDT,12.5268,27.6389
808,2000-08-09 09:45:00 PDT,13.3098,29.6096
809,2000-08-09 10:00:00 PDT,13.869,32.7751
810,2000-08-09 10:15:00 PDT,14.0787,39.6408
811,2000-08-09 10:30:00 PDT,14.1486,46.0313
812,2000-08-09 10:45:00 PDT,14.0787,51.9466
813,2000-08-09 11:00:00 PDT,13.869,57.3867
814,2000-08-09 11:15:00 PDT,12.8903,63.0939
815,2000-08-09 11:30:00 PDT,12.1913,67.8312
816,2000-08-09 11:45:00 PDT,11.7719,71.5984
817,2000-08-09 12:00:00 PDT,11.6321,74.3955
818,2000-08-09 12:15:00 PDT,12.2962,75.8012
819,2000-08-09 12:30:00 PDT,12.8903,76.5178
820,2000-08-09 12:45:00 PDT,13.4146,76.5454
821,2000-08-09 13:00:00 PDT,13.869,75.884
822,2000-08-09 13:15:00 PDT,14.2535,74.0268
823,2000-08-09 13:30:00 PDT,14.568,71.8184
824,2000-08-09 13:45:00 PDT,14.8127,69.2588
825,2000-08-09 14:00:00 PDT,14.9875,66.348
826,2000-08-09 14:15:00 PDT,15.0923,62.6686
827,2000-08-09 14:30:00 PDT,15.1273,58.9163
828,2000-08-09 14:45:00 PDT,15.0923,55.0909
829,2000-08-09 15:00:00 PDT,14.9875,51.1926
830,2000-08-09 15:15:00 PDT,14.603,47.0872
831,2000-08-09 15:30:00 PDT,14.2884,42.9983
832,2000-08-09 15:45:00 PDT,14.0438,38.9258
833,2000-08-09 16:00:00 PDT,13.869,34.8697
834,2000-08-09 16:15:00 PDT,14.3094,30.6089
835,2000-08-09 16:30:00 PDT,14.4562,26.5121
836,2000-08-09 16:45:00 PDT,14.3094,22.5792
837,2000-08-09 17:00:00 PDT,13.869,18.8104
838,2000-08-09 17:15:00 PDT,12.4639,14.6437
839,2000-08-09 17:30:00 PDT,11.2126,11.0156
840,2000-08-09 17:45:00 PDT,10.1151,7.92606
841,2000-08-09 18:00:00 PDT,9.17144,5.37514
842,2000-08-09 18:15:00 PDT,8.29764,3.77131
843,2000-08-09 18:30:00 PDT,7.63355,2.43374
844,2000-08-09 18:45:00 PDT,7.17917,1.36245
845,2000-08-09 19:00:00 PDT,6.9345,0.55742
846,2000-08-09 19:15:00 PDT,7.21412,0.36581
